league,season,team,player,standard_nation,standard_pos,age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,keeper_nation,keeper_pos,keeper_born,keeper_Playing Time_MP,keeper_Playing Time_Starts,keeper_Playing Time_Min,keeper_Playing Time_90s,keeper_Performance_GA,keeper_Performance_GA90,keeper_Performance_SoTA,keeper_Performance_Saves,keeper_Performance_Save%,keeper_Performance_W,keeper_Performance_D,keeper_Performance_L,keeper_Performance_CS,keeper_Performance_CS%,keeper_Penalty Kicks_PKatt,keeper_Penalty Kicks_PKA,keeper_Penalty Kicks_PKsv,keeper_Penalty Kicks_PKm,keeper_Penalty Kicks_Save%,playing_time_nation,playing_time_pos,playing_time_born,playing_time_Playing Time_MP,playing_time_Playing Time_Min,playing_time_Playing Time_Mn/MP,playing_time_Playing Time_Min%,playing_time_Playing Time_90s,playing_time_Starts_Starts,playing_time_Starts_Mn/Start,playing_time_Starts_Compl,playing_time_Subs_Subs,playing_time_Subs_Mn/Sub,playing_time_Subs_unSub,playing_time_Team Success_PPM,playing_time_Team Success_onG,playing_time_Team Success_onGA,playing_time_Team Success_+/-,playing_time_Team Success_+/-90,playing_time_Team Success_On-Off,misc_nation,misc_pos,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,market_value_eur
ARG-Primera División Argentina,2026,Newell's,Williams Barlasina,ARG,GK,27-353,1998,5,4,378,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1998,4.2,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1998,5,4,378,4.2,9,2.14,25,17,68.0,1,1,2,1,25.0,1,1,0,0,0.0,ARG,GK,1998,5,378,76,26.3,4.2,4,90,4,1,18,11,0.8,2,9,-7,-1.67,-1.24,ARG,GK,1998,4.2,0,0,0,0,1,0,0,0,0,,,0,150000.0
ARG-Primera División Argentina,2026,Gimnasia–M,Ulises Sánchez,ARG,MF,27-356,1998,12,10,745,8.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1998,8.3,0,15,4,26.7,1.81,0.48,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,12,745,62,51.7,8.3,10,71,2,2,18,3,0.83,5,13,-8,-0.97,-0.97,ARG,MF,1998,8.3,3,0,0,10,17,0,25,1,16,,,0,
ARG-Primera División Argentina,2026,Tigre,Tomás Sultani,ARG,GK,27-360,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1998,1.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1998,1,1,90,1.0,2,2.0,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,ARG,GK,1998,1,90,90,6.3,1.0,1,90,1,0,,15,0.0,1,2,-1,-1.0,-1.27,ARG,GK,1998,1.0,0,0,0,0,0,0,0,0,0,,,0,50000.0
ARG-Primera División Argentina,2026,Lanús,Franco Petroli,ARG,GK,28-006,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,GK,1998,2.0,0,0,0,,0.0,0.0,,,0,0,ARG,GK,1998,2,2,180,2.0,1,0.5,8,7,87.5,0,2,0,1,50.0,0,0,0,0,,ARG,GK,1998,2,180,90,12.5,2.0,2,90,2,0,,14,1.0,1,1,0,0.0,-0.21,ARG,GK,1998,2.0,0,0,0,0,0,0,0,0,0,,,0,1800000.0
ARG-Primera División Argentina,2026,Instituto,Giuliano Cerato,ARG,"MF,DF",28-007,1998,16,16,1425,15.8,2,1,3,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19,ARG,"MF,DF",1998,15.8,2,13,7,53.8,0.82,0.44,0.15,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,DF",1998,16,1425,89,99.0,15.8,16,89,14,0,,0,1.31,17,17,0,0.0,0.0,ARG,"MF,DF",1998,15.8,4,0,0,14,5,2,82,14,24,,,0,1200000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Matías Melluso,ARG,DF,28-008,1998,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,0.1,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,1,11,11,0.8,0.1,0,,0,1,11,10,1.0,0,1,-1,-8.18,-8.24,ARG,DF,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,200000.0
ARG-Primera División Argentina,2026,Lanús,Sasha Marcich,ARG,DF,28-019,1998,15,14,1233,13.7,1,1,2,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,ARG,DF,1998,13.7,1,8,1,12.5,0.58,0.07,0.13,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,15,1233,82,85.6,13.7,14,87,12,1,11,1,1.44,17,14,3,0.22,0.22,ARG,DF,1998,13.7,4,0,0,21,15,0,59,15,18,,,0,3000000.0
ARG-Primera División Argentina,2026,Instituto,Gastón Lodico,ARG,MF,28-020,1998,14,14,1094,12.2,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,ARG,MF,1998,12.2,0,11,4,36.4,0.9,0.33,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,14,1094,78,76.0,12.2,14,78,2,0,,0,1.5,13,11,2,0.16,0.68,ARG,MF,1998,12.2,1,0,0,5,16,0,88,9,10,,,0,3800000.0
ARG-Primera División Argentina,2026,Boca Juniors,Tomás Belmonte,ARG,MF,28-021,1998,10,7,598,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1998,6.6,0,8,1,12.5,1.2,0.15,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,10,598,60,41.5,6.6,7,82,4,3,9,3,2.3,8,4,4,0.6,-0.36,ARG,MF,1998,6.6,2,0,0,11,13,1,0,14,7,,,0,3000000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Nicólas Watson,ARG,"MF,DF",28-026,1998,12,8,736,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,"MF,DF",1998,8.2,0,2,1,50.0,0.24,0.12,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,DF",1998,12,736,61,51.1,8.2,8,80,4,4,25,4,0.75,1,9,-8,-0.98,-1.11,ARG,"MF,DF",1998,8.2,2,0,0,22,22,0,20,5,15,,,0,600000.0
ARG-Primera División Argentina,2026,Deportivo Riestra,Antony Alonso,ARG,"MF,FW",28-037,1998,16,14,1207,13.4,2,0,2,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15,ARG,"MF,FW",1998,13.4,2,24,15,62.5,1.79,1.12,0.08,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1998,16,1207,75,83.8,13.4,14,81,7,2,39,0,0.69,5,8,-3,-0.22,1.32,ARG,"MF,FW",1998,13.4,2,0,0,20,5,5,7,5,16,,,0,1000000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,Nahuel Barrios,ARG,MF,28-041,1998,7,2,247,2.7,0,1,1,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36,ARG,MF,1998,2.7,0,3,1,33.3,1.09,0.36,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,7,247,35,17.2,2.7,2,56,0,5,27,3,1.25,3,2,1,0.36,0.44,ARG,MF,1998,2.7,1,0,0,3,12,0,10,1,4,,,0,900000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Enzo Martínez,URU,DF,28-049,1998,15,15,1350,15.0,2,0,2,2,0,0,4,0,0.13,0.0,0.13,0.13,0.13,URU,DF,1998,15.0,2,10,3,30.0,0.67,0.2,0.2,0.67,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,DF,1998,15,1350,90,93.8,15.0,15,90,15,0,,1,1.63,17,19,-2,-0.13,-2.13,URU,DF,1998,15.0,4,0,0,19,8,1,1,30,14,,,1,1300000.0
ARG-Primera División Argentina,2026,Platense,Juan Saborido,ARG,DF,28-053,1998,15,15,1297,14.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,14.4,0,13,2,15.4,0.9,0.14,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,15,1297,86,90.1,14.4,15,86,13,0,,1,1.0,9,14,-5,-0.35,-0.35,ARG,DF,1998,14.4,1,0,0,12,7,0,42,14,22,,,0,
ARG-Primera División Argentina,2026,Belgrano,Santiago Longo,ARG,MF,28-066,1998,9,4,407,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1998,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,9,407,45,28.3,4.5,4,81,2,5,16,6,2.38,4,2,2,0.44,0.27,ARG,MF,1998,4.5,0,0,0,4,1,0,0,6,11,,,0,2500000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Yair Ezequiel Arismendi,ARG,"MF,DF",28-073,1998,10,6,599,6.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,"MF,DF",1998,6.7,0,8,0,0.0,1.2,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,DF",1998,10,599,60,41.6,6.7,6,75,4,4,37,6,0.9,4,9,-5,-0.75,-0.54,ARG,"MF,DF",1998,6.7,3,0,0,9,15,1,16,7,6,,,0,
ARG-Primera División Argentina,2026,Racing Club,Tomás Conechny,ARG,"FW,MF",28-079,1998,16,6,762,8.5,3,2,5,3,0,0,2,0,0.35,0.24,0.59,0.35,0.59,ARG,"FW,MF",1998,8.5,3,11,5,45.5,1.3,0.59,0.27,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1998,16,762,48,52.9,8.5,6,78,2,10,30,0,1.33,13,7,6,0.71,1.24,ARG,"FW,MF",1998,8.5,2,0,0,13,5,9,19,4,6,,,0,2500000.0
ARG-Primera División Argentina,2026,Instituto,Iván Erquiaga,ARG,DF,28-083,1998,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,0.6,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,2,55,28,3.8,0.6,0,,0,2,28,5,0.5,2,1,1,1.64,1.7,ARG,DF,1998,0.6,0,0,0,0,0,0,3,0,0,,,0,200000.0
ARG-Primera División Argentina,2026,Sarmiento–J,Junior Marabel,PAR,FW,28-083,1998,16,14,1165,12.9,6,3,9,4,2,2,1,0,0.46,0.23,0.7,0.31,0.54,PAR,FW,1998,12.9,6,30,13,43.3,2.32,1.0,0.13,0.31,2,2,,,,,,,,,,,,,,,,,,,,,,,PAR,FW,1998,16,1165,73,80.9,12.9,14,79,5,2,28,0,1.19,12,14,-2,-0.15,1.48,PAR,FW,1998,12.9,1,0,0,7,16,3,1,2,4,,,0,2200000.0
ARG-Primera División Argentina,2026,Huracán,Federico Vera,ARG,DF,28-085,1998,6,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,5.0,0,1,0,0.0,0.2,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,6,450,75,31.3,5.0,5,88,4,1,11,3,1.83,5,4,1,0.2,-0.07,ARG,DF,1998,5.0,1,0,0,9,7,0,13,9,8,,,0,1000000.0
ARG-Primera División Argentina,2026,Racing Club,Federico Zaracho,ARG,"MF,FW",28-099,1998,14,5,535,5.9,2,0,2,2,0,0,2,0,0.34,0.0,0.34,0.34,0.34,ARG,"MF,FW",1998,5.9,2,11,2,18.2,1.85,0.34,0.18,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1998,14,535,38,37.2,5.9,5,57,0,9,28,1,1.31,6,3,3,0.5,0.6,ARG,"MF,FW",1998,5.9,2,0,0,8,6,2,6,3,3,,,0,
ARG-Primera División Argentina,2026,Sarmiento–J,Cristian Zabala,ARG,MF,28-105,1998,16,15,1359,15.1,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,ARG,MF,1998,15.1,1,8,2,25.0,0.53,0.13,0.13,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1998,16,1359,85,94.4,15.1,15,85,7,1,82,0,1.19,12,19,-7,-0.46,-0.46,ARG,MF,1998,15.1,4,0,0,18,13,4,16,20,21,,,0,900000.0
ARG-Primera División Argentina,2026,Barracas Central,Nicolás Capraro,ARG,DF,28-106,1998,13,11,997,11.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,11.1,0,3,2,66.7,0.27,0.18,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,13,997,77,69.2,11.1,11,86,10,2,26,3,1.46,10,12,-2,-0.18,-0.59,ARG,DF,1998,11.1,2,0,0,15,5,0,5,17,12,,,0,750000.0
ARG-Primera División Argentina,2026,Aldosivi,Joaquín Ariel Novillo,ARG,DF,28-118,1998,8,8,654,7.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,7.3,0,3,2,66.7,0.41,0.28,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,8,654,82,45.4,7.3,8,82,6,0,,5,0.63,2,8,-6,-0.83,-0.02,ARG,DF,1998,7.3,0,0,0,14,3,0,0,10,8,,,0,
ARG-Primera División Argentina,2026,Racing Club,Matías Tagliamonte,,,28-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,GK,1998,0,,,,,0,,0,0,,16,,,,,,,,,,,,,,,,,,,,,,,1500000.0
ARG-Primera División Argentina,2026,Rosario Central,Enzo Giménez,PAR,"MF,DF",28-120,1998,14,14,1245,13.8,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,PAR,"MF,DF",1998,13.8,1,19,5,26.3,1.37,0.36,0.05,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,"MF,DF",1998,14,1245,89,86.5,13.8,14,89,13,0,,0,1.76,16,13,3,0.22,-0.24,PAR,"MF,DF",1998,13.8,5,0,0,23,21,3,32,15,19,,,0,2500000.0
ARG-Primera División Argentina,2026,Defensa,Darío Cáceres,PAR,"MF,DF",28-142,1998,8,3,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,PAR,"MF,DF",1998,3.4,0,4,0,0.0,1.17,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,"MF,DF",1998,8,308,39,21.4,3.4,3,62,0,5,25,4,0.63,4,5,-1,-0.29,-0.13,PAR,"MF,DF",1998,3.4,0,0,0,1,2,2,21,6,3,,,0,200000.0
ARG-Primera División Argentina,2026,Defensa,Héctor David Martínez,PAR,DF,28-147,1998,12,12,929,10.3,0,1,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,PAR,DF,1998,10.3,0,11,1,9.1,1.07,0.1,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,PAR,DF,1998,12,929,77,64.5,10.3,12,77,7,0,,2,1.17,13,12,1,0.1,0.8,PAR,DF,1998,10.3,5,0,0,16,5,0,4,19,16,,,0,
ARG-Primera División Argentina,2026,CA San Lorenzo,Gastón Hernández,ARG,DF,28-149,1998,9,9,798,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,8.9,0,2,0,0.0,0.23,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,9,798,89,55.4,8.9,9,89,8,0,,0,1.44,8,6,2,0.23,0.51,ARG,DF,1998,8.9,2,0,0,8,10,0,1,18,17,,,0,3500000.0
ARG-Primera División Argentina,2026,Racing Club,Santiago Solari,ARG,"FW,MF",28-149,1998,15,14,1130,12.6,2,3,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4,ARG,"FW,MF",1998,12.6,2,22,5,22.7,1.75,0.4,0.09,0.4,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",1998,15,1130,75,78.5,12.6,14,78,5,1,34,0,1.35,14,10,4,0.32,0.9,ARG,"FW,MF",1998,12.6,3,0,0,15,7,6,26,3,9,,,0,3200000.0
ARG-Primera División Argentina,2026,Banfield,Ignacio Abraham,SYR,"DF,MF",28-156,1998,16,16,1440,16.0,0,4,4,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,SYR,"DF,MF",1998,16.0,0,9,3,33.3,0.56,0.19,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,SYR,"DF,MF",1998,16,1440,90,100.0,16.0,16,90,16,0,,0,1.13,17,19,-2,-0.12,,SYR,"DF,MF",1998,16.0,1,0,0,7,10,0,87,9,17,,,0,1500000.0
ARG-Primera División Argentina,2026,Gimnasia–M,Imanol González Benac,ARG,DF,28-162,1998,7,7,577,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1998,6.4,0,2,0,0.0,0.31,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1998,7,577,82,40.1,6.4,7,82,6,0,,0,1.29,4,4,0,0.0,0.83,ARG,DF,1998,6.4,0,0,0,5,6,2,0,12,3,,,0,
ARG-Primera División Argentina,2026,Estudiantes–RC,Fernando Bersano,ARG,"DF,MF",28-165,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,"DF,MF",1998,0.2,0,1,0,0.0,4.74,0.0,0.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1998,1,19,19,1.3,0.2,0,,0,1,19,2,0.0,0,0,0,0.0,1.2,ARG,"DF,MF",1998,0.2,0,0,0,1,0,0,3,0,0,,,0,
ARG-Primera División Argentina,2026,Defensa,Cristopher Fiermarin,URU,GK,28-167,1998,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,URU,GK,1998,16.0,0,0,0,,0.0,0.0,,,0,0,URU,GK,1998,16,16,1440,16.0,21,1.31,58,40,67.2,4,7,5,5,31.3,3,2,1,0,33.3,URU,GK,1998,16,1440,90,100.0,16.0,16,90,16,0,,0,1.19,18,21,-3,-0.19,,URU,GK,1998,16.0,0,0,0,0,5,0,0,0,1,,,0,1700000.0
ARG-Primera División Argentina,2026,Estudiantes–LP,Edwuin Cetré,COL,MF,28-167,1998,12,5,603,6.7,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,COL,MF,1998,6.7,0,14,6,42.9,2.09,0.9,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,COL,MF,1998,12,603,50,41.9,6.7,5,78,1,7,31,1,1.62,6,2,4,0.6,-0.26,COL,MF,1998,6.7,2,0,0,5,19,6,59,3,2,,,0,3500000.0
ARG-Primera División Argentina,2026,Tigre,Germán Guiffrey,,,28-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,400000.0
ARG-Primera División Argentina,2026,Barracas Central,Rodrigo Insúa,ARG,"MF,DF",28-183,1997,16,16,1440,16.0,3,1,4,1,2,2,3,0,0.19,0.06,0.25,0.06,0.12,ARG,"MF,DF",1997,16.0,3,22,8,36.4,1.37,0.5,0.05,0.13,2,2,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,DF",1997,16,1440,90,100.0,16.0,16,90,16,0,,0,1.31,15,15,0,0.0,,ARG,"MF,DF",1997,16.0,3,0,0,12,11,2,42,11,13,,,0,2000000.0
ARG-Primera División Argentina,2026,Banfield,Santiago López,ARG,"DF,MF",28-195,1997,16,16,1431,15.9,2,4,6,2,0,0,3,0,0.13,0.25,0.38,0.13,0.38,ARG,"DF,MF",1997,15.9,2,11,4,36.4,0.69,0.25,0.18,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"DF,MF",1997,16,1431,89,99.4,15.9,16,89,15,0,,0,1.13,17,19,-2,-0.13,-0.13,ARG,"DF,MF",1997,15.9,3,0,0,8,22,2,49,15,25,,,1,2000000.0
ARG-Primera División Argentina,2026,River Plate,Maximiliano Salas,ARG,FW,28-198,1997,12,2,392,4.4,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23,ARG,FW,1997,4.4,1,17,6,35.3,3.9,1.38,0.06,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1997,12,392,33,27.2,4.4,2,69,0,10,26,4,1.5,3,5,-2,-0.46,-1.49,ARG,FW,1997,4.4,2,0,0,9,4,4,11,0,5,,,0,4500000.0
ARG-Primera División Argentina,2026,Huracán,Jordy Caicedo,ECU,FW,28-211,1997,15,15,1322,14.7,8,0,8,5,3,3,7,0,0.54,0.0,0.54,0.34,0.34,ECU,FW,1997,14.7,8,30,15,50.0,2.04,1.02,0.17,0.33,3,3,,,,,,,,,,,,,,,,,,,,,,,ECU,FW,1997,15,1322,88,91.8,14.7,15,88,9,0,,0,1.41,17,12,5,0.34,1.1,ECU,FW,1997,14.7,7,0,0,34,13,17,5,1,3,,,0,2000000.0
ARG-Primera División Argentina,2026,Newell's,Matías Cóccaro,URU,"FW,MF",28-214,1997,10,9,587,6.5,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,URU,"FW,MF",1997,6.5,1,9,3,33.3,1.38,0.46,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,"FW,MF",1997,10,587,59,40.8,6.5,9,62,2,1,26,0,1.1,6,9,-3,-0.46,0.49,URU,"FW,MF",1997,6.5,2,0,0,11,13,4,10,4,4,,,0,2000000.0
ARG-Primera División Argentina,2026,CA San Lorenzo,Matías Reali,ARG,"MF,FW",28-215,1997,9,4,422,4.7,0,1,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,ARG,"MF,FW",1997,4.7,0,9,3,33.3,1.92,0.64,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,"MF,FW",1997,9,422,47,29.3,4.7,4,65,0,5,32,7,1.4,4,4,0,0.0,0.0,ARG,"MF,FW",1997,4.7,1,0,0,6,9,1,45,5,9,,,0,1500000.0
ARG-Primera División Argentina,2026,River Plate,Matías Viña,URU,"DF,MF",28-220,1997,8,5,402,4.5,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,URU,"DF,MF",1997,4.5,0,6,1,16.7,1.34,0.22,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,URU,"DF,MF",1997,8,402,50,27.9,4.5,5,70,2,3,17,7,2.1,6,3,3,0.67,0.06,URU,"DF,MF",1997,4.5,6,1,1,9,5,0,19,5,5,,,0,3500000.0
ARG-Primera División Argentina,2026,Gimnasia–LP,Marcelo Torres,ARG,FW,28-223,1997,16,16,1244,13.8,7,1,8,5,2,2,0,0,0.51,0.07,0.58,0.36,0.43,ARG,FW,1997,13.8,7,24,13,54.2,1.74,0.94,0.21,0.38,2,2,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1997,16,1244,78,86.4,13.8,16,78,3,0,,0,1.61,18,18,0,0.0,0.0,ARG,FW,1997,13.8,0,0,0,16,7,8,1,2,0,,,0,2800000.0
ARG-Primera División Argentina,2026,Huracán,Pedro Ojeda,ARG,MF,28-224,1997,13,12,1023,11.4,0,2,2,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,ARG,MF,1997,11.4,0,8,2,25.0,0.7,0.18,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1997,13,1023,79,71.0,11.4,12,82,7,1,45,3,1.47,13,10,3,0.26,0.05,ARG,MF,1997,11.4,2,0,0,6,4,1,11,11,13,,,0,
ARG-Primera División Argentina,2026,Platense,Gonzalo Lencina,ARG,FW,28-242,1997,8,6,456,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ARG,FW,1997,5.1,0,12,4,33.3,2.37,0.79,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,FW,1997,8,456,57,31.7,5.1,6,67,0,2,26,2,0.38,1,6,-5,-0.99,-0.99,ARG,FW,1997,5.1,0,0,0,5,10,4,1,0,5,,,0,600000.0
ARG-Primera División Argentina,2026,Unión,Brian Cuello,ARG,MF,28-260,1997,12,10,725,8.1,2,0,2,2,0,0,3,0,0.25,0.0,0.25,0.25,0.25,ARG,MF,1997,8.1,2,18,6,33.3,2.23,0.74,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1997,12,725,60,50.3,8.1,10,67,0,2,28,2,1.43,15,12,3,0.37,0.25,ARG,MF,1997,8.1,3,0,0,12,16,2,15,7,7,,,0,700000.0
ARG-Primera División Argentina,2026,C. Córdoba–SdE,Santiago Moyano,ARG,DF,28-267,1997,14,13,1038,11.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1997,11.5,0,6,2,33.3,0.52,0.17,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1997,14,1038,74,72.1,11.5,13,76,6,1,45,0,0.86,6,10,-4,-0.35,1.0,ARG,DF,1997,11.5,1,0,0,19,8,1,22,14,14,,,0,600000.0
ARG-Primera División Argentina,2026,Instituto,Franco Moyano,ARG,MF,28-277,1997,3,2,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,MF,1997,1.4,0,0,0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,MF,1997,3,129,43,9.0,1.4,2,55,0,1,20,6,0.0,0,2,-2,-1.4,-1.53,ARG,MF,1997,1.4,1,0,0,1,0,0,0,0,1,,,0,700000.0
ARG-Primera División Argentina,2026,Belgrano,Alexis Maldonado,ARG,DF,28-288,1997,13,12,1003,11.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,ARG,DF,1997,11.1,0,4,1,25.0,0.36,0.09,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,ARG,DF,1997,13,1003,77,69.7,11.1,12,82,9,1,14,0,1.88,13,11,2,0.18,-0.23,ARG,DF,1997,11.1,3,0,0,9,4,0,0,12,13,,,0,1000000.0
